标题,发表时间,回复数,浏览量
未来HomePod将提供3D手势和Face ID支持,2019-02-08 04:58:45,7,3511
iPhone可能会成为苹果自动驾驶汽车的钥匙,2019-02-08 05:50:01,42,7187
为解决漏洞:苹果发布“新版”macOS 10.14.3,2019-02-08 06:11:42,11,10306
对女性健康领域感兴趣 苹果聘一妇产科医生,2019-02-08 06:56:57,13,3508
阿伦茨现身时装秀 一起和大家分享未来计划,2019-02-08 11:18:05,39,5705
你发现了吗？“捷径”已更名为“快捷指令”了,2019-02-08 13:35:05,60,16617
彭博社:苹果用前所未有的方法推广新iPhone,2019-02-09 03:03:13,44,18177
分析师：iPhone的升级周期已经延长至四年,2019-02-09 03:14:03,114,20358
2019年iPhone曝光：定价不变 改用USB-C,2019-02-09 03:37:34,264,45268
福利？Apple Music用户或再获3个月免费用,2019-02-09 14:46:57,88,18943
HomePod竞争力有限 苹果需做出五项改动,2019-02-10 14:27:09,30,6503
传新款iPhone接口不改 充电器继续标配5W,2019-02-11 12:46:03,51,7536
台积电将独家供应2019年iPhone的A13芯片,2019-02-11 13:16:13,19,6446
日媒：新款iPad mini的外观变化不会太大,2019-02-11 13:30:48,42,7949
苹果意大利官网添加iPhone电池节流的声明,2019-02-11 13:50:35,28,11091
中国iPhone销量下滑速度是整个市场的两倍,2019-02-11 14:31:26,52,7742
苹果即将推出带防滑涂层的升级款AirPods？,2019-02-11 14:34:09,46,13311
苹果任命资深iPhone高管为首位AR营销主管,2019-02-12 02:39:11,7,3283
尴尬：高通起诉苹果侵权的六项专利全无效,2019-02-12 03:00:13,37,11932
关于新款iPod touch：我们目前知道的一切,2019-02-12 03:18:31,37,16709
希腊网站：苹果一系列新品3月29日正式发售,2019-02-12 12:03:43,23,19450
iPhone镜头供应商:三摄技术让我们充满信心,2019-02-12 12:50:25,41,9832
库克谈iPhone在中国降价：先看看效果如何,2019-02-12 13:11:40,104,24121
AirPods 2或秋季发布 无线充电盒很快上市,2019-02-12 13:41:36,45,16105
苹果2019年WWDC日期曝光: 还是在老地方,2019-02-12 17:13:42,26,12903
苹果3月发布会可能没有硬件产品 服务为主,2019-02-13 04:31:10,10,5370
苹果将推出订阅新闻服务 但跟出版商没谈妥,2019-02-13 05:21:06,16,3977
2018年智能手表销量增长61% 苹果主导市场,2019-02-13 05:29:59,16,5559
糟糕的售后服务正在损害苹果在印度的形象,2019-02-13 10:08:01,45,9539
小米9年度旗舰2月20日发布 雷军称为爱而战,2019-02-13 12:36:06,116,15656
高盛:苹果服务收入的五分之一直接来自谷歌,2019-02-13 13:44:06,10,6325
苹果在中国惨败给华为 国产机越来越优秀,2019-02-13 14:23:18,305,20678
传苹果正在测试带有Face ID的触摸屏Mac,2019-02-14 04:34:42,32,9624
iPhone 7/8在德国重新上架 改用高通芯片,2019-02-14 13:05:04,58,21842
支付宝苹果专区新年福利 来领App专属红包了,2019-02-14 13:51:21,19,14181
苹果iPhone的销售问题并不仅限于中国市场,2019-02-14 17:58:52,42,9018
iPhone XS的4G网速比之前版本至少快26%,2019-02-15 04:19:39,112,23861
苹果收购初创公司DataTiger 改善数字营销,2019-02-15 04:37:38,14,3565
谷歌将推出一款更便宜的智能手机与iPhone XR竞争,2019-02-15 04:53:04,58,11357
10个城市时间定格 iPhone XR镜头下的中国春节,2019-02-15 06:48:22,31,11702
苹果在中国延长iPhone折抵换购活动的期限,2019-02-15 14:36:41,56,17265
传新款AirPods将于春季发布 新涂层新配色,2019-02-16 05:58:12,76,25244
苹果收购语音应用公司Pullstring 助Siri升级,2019-02-16 06:19:04,14,3772
图片编辑Pixelmator Mac版和iOS版双双更新,2019-02-16 06:25:11,27,10340
苹果要求所有开发者本月启用双重认证,2019-02-16 06:45:40,33,13638
Mac版Lightroom CC获得黑科技: 增强细节,2019-02-16 06:59:54,9,11441
苹果聘请微软前高管来改进其智能家居业务,2019-02-17 07:06:34,9,4217
郭明錤：今年三款iPhone将引入多项新特性,2019-02-18 05:16:23,132,22734
不止iPhone! 苹果2019年将更新所有产品线,2019-02-18 05:43:23,98,28643
苹果视频服务每月15美元 将面临两大挑战,2019-02-18 14:38:21,28,8030
华尔街日报：苹果重心转移 部分项目已搁置,2019-02-18 16:56:04,16,8808
苹果发布macOS 10.14.4系统的第三个beta,2019-02-18 18:54:54,12,8549
MacBook Pro概念设计：带有圆角的全面屏,2019-02-19 05:44:52,32,12337
挪威移动运营商测试全球首个5G电影院,2019-02-19 10:38:02,18,6395
新爆料称iPad mini 5规格升级 设计无大改动,2019-02-19 13:56:39,57,13463
分析师：iPhone在华降价只是暂时提振销量,2019-02-19 15:05:37,22,8260
iPhone在日本销量遥遥领先 所占份额达56%,2019-02-19 15:33:55,41,8279
苹果HomePod上季度全球出货量仅160万台,2019-02-19 16:52:19,36,5839
雷蛇进军在线游戏平台梦碎 维持不到1年,2019-02-19 17:11:46,36,8092
AirPods无线充电盒专利曝光 不用精确定位,2019-02-19 18:24:42,18,15958
苹果发布iOS 12.2系统第三个开发者测试版,2019-02-19 18:50:24,73,19227
苹果官网开通花呗24期免息 不限品类购买,2019-02-20 10:46:36,58,17530
小米9旗舰发布：骁龙855+12GB+4800万+20W无线充,2019-02-20 13:33:24,149,13474
彭博社：模块化Mac Pro或在WWDC上亮相,2019-02-20 14:43:03,14,9517
苹果计划到2021年允许开发者推跨平台应用,2019-02-20 15:16:16,22,6180
三星首款折叠屏智能手机Galaxy Fold发布 售价13300元,2019-02-21 02:43:06,66,13299
三星最新旗舰Galaxy S10系列发布：超声波屏下指纹,2019-02-21 03:20:42,56,11704
AirPods的新对手：三星发布新款无线耳机Galaxy Buds,2019-02-21 03:42:49,64,16885
全球最具创新力企业榜单发布 苹果跌至17名,2019-02-21 04:00:49,35,6924
注意了 支付宝还信用卡下月开始收费 ,2019-02-21 04:46:48,75,11739
数据：上季度iPhone销量遇三年来最大降幅,2019-02-21 13:06:53,75,7991
App Store已为开发者创收超过1200亿美元,2019-02-21 13:22:41,17,3721
Mac Pro新传闻：以可堆叠模块的形式发布,2019-02-21 14:12:20,28,13108
外媒：Mac电脑将于明年改用ARM定制芯片,2019-02-22 03:20:51,51,10058
苹果“泰坦计划”开发的可能是一款电动车型,2019-02-22 03:48:28,12,6864
调查表明「屏幕时间」对防治手机沉迷效果微弱,2019-02-22 05:06:04,46,5585
苹果将在2020年的iPhone上使用5纳米芯片,2019-02-22 12:34:59,57,11786
高盛: Galaxy Fold将是苹果面临的主要挑战,2019-02-22 13:06:36,80,11892
苹果高管：公司与FDA关系不错 但审查严格,2019-02-23 04:33:23,5,4715
苹果还没推出可折叠iPhone 先看看概念设计,2019-02-23 06:28:13,59,14669
英特尔跟不上:苹果今年不会推出5G iPhone,2019-02-23 07:58:57,125,16583
OPPO发布10倍混合光学变焦技术和旗下首款5G手机,2019-02-23 18:12:42,49,6855
TCL展示可折叠手机概念品 比三星Galaxy Fold更酷？,2019-02-24 09:56:33,31,10155
那个改变世界的人 史蒂夫·乔布斯生日快乐！,2019-02-24 12:34:11,59,5989
选择iPhone XR还是三星S10e？先对比一下,2019-02-24 14:26:18,77,16020
用户发送的“Dear Tim”邮件对苹果影响很大,2019-02-24 15:03:17,32,15186
前所未见！华为发布首款5G可折叠智能手机Mate X,2019-02-24 20:59:36,219,16860
拍照机皇归来 Nokia 9 PureView五摄旗舰手机发布,2019-02-24 23:02:36,123,15011
苹果COO：公司正在关注产品的价格问题,2019-02-25 04:56:51,70,11501
三星X5移动固态硬盘评测：便携SSD的高端之选,2019-02-25 09:08:08,10,6218
不输华为 OPPO展示可折叠屏智能手机,2019-02-25 12:40:52,51,10038
iPhone等高端机型推动了全球手机收入增长,2019-02-25 14:46:14,9,4922
巴菲特：若苹果股票再便宜一点将继续买入,2019-02-25 15:29:18,12,5377
腾讯或有意与EA合作 引进大逃杀新游《Apex》,2019-02-25 17:00:12,27,7473
微软将把HoloLens的MR应用带到iOS和安卓,2019-02-25 17:02:01,6,3478
金雅拓宣布全球首款5G SIM卡在2019年到来,2019-02-25 17:26:59,29,6234
苹果：八成活跃设备已经安装了iOS 12系统,2019-02-26 03:52:42,101,8936
iOS 13概念：新音量UI+iPad鼠标即时配对,2019-02-26 04:22:03,85,22838
iPhone表现不理想 苹果的未来是可穿戴设备,2019-02-26 07:06:14,11,5261
苹果中国区官网上架Apple Watch S3翻新机,2019-02-26 12:17:44,20,14476
苹果明年将为Apple Watch增加睡眠追踪功能,2019-02-26 12:22:03,38,6771
索尼首款21:9超宽屏4K HDR旗舰手机：Xperia 1,2019-02-26 12:28:46,47,9798
微软混合现实设备HoloLens 2发布 逐渐迈向成熟,2019-02-26 17:45:32,7,3346
苹果支持App开发者采用更灵活的订阅折扣模式,2019-02-26 17:59:50,10,2997
LG V50 ThinQ旗舰手机：主打5G也能实现折叠屏功能,2019-02-26 21:17:12,11,4407
USB新规范公布：USB 3只有USB 3.2 砍掉3.0和3.1,2019-02-26 22:11:18,22,14473
调查：用户升级iPhone的意愿高于过去几年,2019-02-27 01:47:42,72,9322
苹果公布「Shot on iPhone」比赛获奖作品,2019-02-27 02:33:07,26,9929
沃兹尼亚克：担心可折叠iPhone落后于对手,2019-02-27 02:46:50,85,10585
可绑在手腕上 努比亚推可弯曲智能手机Nubia Alpha,2019-02-27 10:31:50,27,5909
microSD Express卡规范公布 速度可达985MB/s ,2019-02-27 11:46:43,9,3857
堪比板砖 配18000mAh电池的巨无霸手机见过？,2019-02-27 13:21:06,86,11586
华为三星的可折叠手机会让iPhone变便宜吗？,2019-02-27 20:31:47,58,10537
三星512GB eUFS 3.0闪存正式量产 速度达2100MB/s,2019-02-27 21:21:09,49,8046
瑞银：在华降价帮助iPhone度过最糟糕时期,2019-02-28 02:56:45,53,13427
Apple Watch去年出货量占整个市场的一半,2019-02-28 03:18:45,32,6002
苹果公司确认自动驾驶汽车项目裁员190人,2019-02-28 03:37:23,20,7369
库克：保护隐私是用户信任苹果的原因之一,2019-02-28 11:10:14,65,5710
摩托罗拉：将发布可折叠手机 不看好华为Mate X设计,2019-02-28 11:53:19,67,12749
苹果在印度标准局注册了两款未发布的iPad,2019-02-28 13:16:39,30,12221
三星Galaxy 10系旗舰登陆中国 万元顶配12GB+1TB,2019-02-28 15:30:52,137,16008
空间不足？闪迪和美光为手机发布1TB microSD卡,2019-02-28 15:59:44,44,10714
高通开始发力 新一代快充+无线充电产品即将面市,2019-03-01 07:10:25,18,9396
抖音因涉嫌违反儿童隐私法被罚 570 万美元,2019-03-01 07:20:36,151,26243
苹果Face ID的背后技术在未来或有更多用途,2019-03-01 07:32:55,29,18502
iOS ARKit已经在教育和启蒙领域发挥价值,2019-03-01 07:53:33,10,5346
为鼓舞女性 苹果决定整个3月都当妇女节过,2019-03-02 09:16:56,42,12674
黑胶唱片和CD现在比iTunes下载受欢迎,2019-03-02 10:08:24,37,7803
Soor：首个Apple Music第三方客户端挑战原生,2019-03-02 10:33:55,48,16732
摄影新应用Spectre上架 主打AI长曝光,2019-03-02 16:03:11,45,11465
听出你的个性 Beats Solo3 Wireless 2019新年特别版评测,2019-03-03 05:12:30,33,7112
iPhone销量下滑使富士康工人待遇降低,2019-03-03 08:52:39,46,10197
折叠手机纷纷亮相 那折叠手机壳是啥样子的？,2019-03-04 01:52:19,46,10584
索尼正式停产PS Vita 后续再无掌机计划,2019-03-04 02:17:01,51,10979
苹果有意于折叠屏iPhone 屏幕或由三星提供,2019-03-04 15:14:14,56,12961
第四个测试版推送 iOS 12.2主要更新一览,2019-03-05 01:51:07,78,27817
USB 4与雷电3实现底层融合 高速与高兼容并存,2019-03-05 02:13:31,27,8621
watchOS 6概念：新表盘和睡眠追踪圆环,2019-03-05 03:02:55,33,12292
谷歌安全团队报告macOS文件系统高危漏洞,2019-03-05 07:36:54,20,4713
高通再诉iPhone侵犯专利 苹果正面反驳,2019-03-05 16:21:28,36,5837
苹果收购一批新专利 或用于iPhone 3D摄像头,2019-03-05 16:30:57,8,5057
iPhone玻璃供应商康宁正在研发可折叠玻璃,2019-03-05 16:58:23,60,12097
iPhone售后政策调整 非原装电池也提供维修,2019-03-06 03:06:24,70,18749
投行：5G iPhone会因基带供应方案陷入困境,2019-03-06 03:14:29,74,15144
天猫苏宁等电商平台iPhone XS/XS Max再降价,2019-03-06 03:42:17,182,35428
魅族Note 9发布：为千元机花大钱深度定制 ,2019-03-06 11:52:14,56,8685
苹果发布供应商责任2019年进展报告,2019-03-07 03:49:26,15,4804
基于Swift 5的编程教学Swift Playgrounds即将推出,2019-03-07 03:57:03,5,18075
Galaxy Fold只是前戏 三星还在开发两款折叠手机,2019-03-07 04:09:40,43,7783
跑分对比：Galaxy S10+ vs. iPhone XS Max,2019-03-07 04:12:26,142,24068
任天堂公布Labo VR套装 Switch可以玩VR了,2019-03-07 05:33:45,26,13220
苹果在与高通的诉讼中失去一位关键证人,2019-03-08 03:49:01,15,6363
印度签约纬创工厂 将生产旗舰iPhone型号,2019-03-08 03:55:03,48,8429
为她们喝彩 App Store首页妇女节特别更新,2019-03-08 03:56:36,19,6228
IDC：到2023年 5G手机市场份额将增长到26％,2019-03-08 04:54:19,35,92088
化尴尬为乐子 库克被总统叫错名字后索性「改名」,2019-03-08 08:45:51,135,22998
未来苹果MacBook一边打字还能一边测心率,2019-03-08 09:45:04,18,6476
LG电视已为HomeKit和AirPlay 2准备就绪 ,2019-03-09 07:31:23,5,3998
微软或发布搭载第8代Core i5的Surface Book 2,2019-03-09 07:33:04,16,9476
多家平台联手反对音乐版税提升 苹果却没站队,2019-03-09 07:57:42,28,8273
第七代iPad设计不变 Touch ID和耳机孔都有,2019-03-09 17:49:51,45,17813
郭老师预测苹果AR眼镜会在明年年中到来,2019-03-09 19:14:51,25,7798
2019年新MacBook Pro 你想看到哪些亮点？,2019-03-10 15:43:07,51,15471
任天堂要求合作伙伴避免以手游内购「绑架」玩家,2019-03-10 16:06:06,43,7935
你充了？美区为App Store账号充值就送10%,2019-03-11 08:23:26,22,8636
Windows 10系统现已在 8 亿设备上运行,2019-03-11 09:04:02,36,4867
小身材大本事 Anker氮化镓充电器PowerPort Atom PD 1评测,2019-03-11 14:06:01,60,14701
苹果要如何造就一个高端的AR头戴设备？,2019-03-11 16:00:47,15,4209
高通在专利案中向苹果索赔 3100 万美元,2019-03-11 17:17:36,17,4949
苹果发布iOS 12.2系统第五个开发者测试版,2019-03-11 19:35:00,56,16708
苹果发布邀请函 3月26日凌晨将召开发布会,2019-03-11 21:21:57,105,31755
苹果配合iOS 12.2 beta发布新的开发者资源,2019-03-12 03:43:53,30,16228
英伟达收购Mellanox 将借机拓展云、AI和自动驾驶,2019-03-12 16:34:32,1,1453
微软即将发布无光驱的纯数字版Xbox One S,2019-03-12 16:36:39,13,5858
好戏开幕！3月26日苹果发布会新品预测一波,2019-03-12 17:06:24,91,53809
宝可梦GO开发商再造一款AR新作 硬核HP粉丝向,2019-03-12 17:52:32,17,8141
降价没用？中国消费者对iPhone兴趣越来越低 ,2019-03-12 18:33:27,305,29429
没美国市场 华为Mate 20系列仍破1000万发货量,2019-03-12 18:35:16,179,15490
Apple News新细节：基于PDF、离线阅读等等,2019-03-13 04:53:19,26,11302
传言苹果正筹备10.2英寸和10.5英寸新iPad,2019-03-14 12:49:32,26,9178
苹果供应链正加紧量产新一代iPad和AirPods,2019-03-14 12:51:11,59,16623
蒂姆·库克传记即将发行 作者曾著乔纳森传,2019-03-14 16:09:40,79,6074
分析称Apple Watch会成为苹果医疗服务基础,2019-03-14 16:12:48,10,6533
苹果宣布于6月3日至7日举办开发者大会,2019-03-14 16:54:35,59,17278
iOS 12.2藏得更深的测试功能 苹果的小心思,2019-03-14 17:58:50,33,35668
2019年移动应用创新赛启动 胜者将前往WWDC,2019-03-16 09:16:29,10,2202
彭博社：苹果电视服务的内容主要来自合作伙伴,2019-03-16 09:25:32,4,2341
苹果收购了一家ML公司 目的是让Siri更智能,2019-03-16 09:36:15,38,5966
不输i7 苹果Mac自主定制ARM芯片跑分曝光,2019-03-16 09:42:45,55,16663
Xbox Live确定正式登陆iOS和Android平台,2019-03-16 09:54:34,5,13564
销售火爆！2018年AirPods销量达到3500万,2019-03-16 10:25:38,89,16261
下一代iPhone将配类华为“浴霸”的三摄像头？,2019-03-16 11:27:06,145,20059
按传闻组合的完美AirPods 2 你最关注什么,2019-03-18 10:04:42,45,15157
苹果在线商店维护 新iPad和AirPower来了？,2019-03-18 10:19:16,34,16059
4800万像素红米Note 7 Pro和千元内无敌新机红米7亮相,2019-03-18 11:23:03,30,6319
苹果上架2019年新款iPad Air和iPad mini,2019-03-18 13:26:03,200,49298
两款新iPad发布后 苹果下架10.5英寸iPad Pro,2019-03-18 17:47:04,86,25579
iOS 12.2 beta 6推出 可能是该版本最后一测,2019-03-18 18:18:48,98,27654
苹果新iPad跑分首曝：2.49GHz主频 3GB内存,2019-03-19 04:15:06,121,31932
可折叠iPhone长这样？iPhone X Fold概念欣赏,2019-03-19 04:56:56,82,21527
苹果又有动作 两款视网膜屏iMac惊喜更新,2019-03-19 15:19:23,57,22811
iMac Pro新增Vega 64X显卡和256GB内存规格,2019-03-19 16:34:10,35,11124
鸟猪大战归来 愤怒的小鸟AR即将登陆iOS,2019-03-20 02:25:05,13,10508
斯坦福大学发布Apple Watch心率检测研究结果,2019-03-20 02:40:31,7,10584
三星推出迄今为止容量最大的智能手机内存芯片,2019-03-20 02:50:21,23,8075
小米发布黑鲨2游戏手机 OLED压感屏+塔式全域液冷,2019-03-20 02:51:55,49,18183
iOS 12.2 beta 6暗示AirPower可能很快发布,2019-03-20 03:29:14,49,22381
MacBook Pro/Air和Mac mini升级配置小调价,2019-03-20 10:52:16,24,31250
新一代AirPods无线耳机和无线充电盒发布 ,2019-03-20 13:52:52,409,69675
高通在GDC上展示可连接PC的无线独立VR头显,2019-03-22 01:41:57,2,2911
